htid,recordid,oclc,locnum,author,imprint,date,place,enumcron,subjects,title,prob80precise,genrepages,totalpages,englishpct,datetype,startdate,enddate,imprintdate
njp.32101066125426,4154537,893785,,"Shakespeare, William,","New York;Harper & brothers, publishers, ...;1872.",1872,nyu,,,Shakespeare's comedy of the Merchant of Venice,0.71,87,182,1.0,s,1872,    ,1872
njp.32101068144383,8967546,42634213,,"Shakespeare, William,",London;Longmans;1872,1872,enk,,,Shakspeare's Henry the Eighth,0.86,136,160,1.0,s,1872,    ,1872
njp.32101068144888,8967579,42674016,,"Shakespeare, William,",London;Longmans;1872.,1872,enk,,,Shakespeare's comedy of A winter's tale,0.87,125,144,1.0,s,1872,    ,1872
njp.32101068175395,8968958,20617715,,"Calhoun, A. R.","Providence, R.I.;Millard, Gray & Simpson, Steam Printers;1872.",1872,riu,,,The color guard;,0.81,44,54,1.0,s,1872,    ,1872
njp.32101072572967,7686706,2637780,PR2471.M3,"D'Avenant, William,","Edinburgh;W. Paterson; [etc., etc.;1872-74.",1872,stk,v.4,,The dramatic works,0.86,404,456,0.998,m,1872,1874,1872-1874
njp.32101072572975,7686706,2637780,PR2471.M3,"D'Avenant, William,","Edinburgh;W. Paterson; [etc., etc.;1872-74.",1872,stk,v.3,,The dramatic works,0.82,281,382,1.0,m,1872,1874,1872-1874
njp.32101075688265,1908276,2050704,,"Centlivre, Susanna,",London;J. Pearson;1872.,1872,enk,v.2,,"The dramatic works of the celebrated Mrs. Centlivre, with a new account of her life",0.89,378,400,1.0,r,1872,1761,1872
njp.32101075688273,1908276,2050704,,"Centlivre, Susanna,",London;J. Pearson;1872.,1872,enk,v.3,,"The dramatic works of the celebrated Mrs. Centlivre, with a new account of her life",0.89,370,392,1.0,r,1872,1761,1872
njp.32101075688869,7686706,2637780,PR2471.M3,"D'Avenant, William,","Edinburgh;W. Paterson; [etc., etc.;1872-74.",1872,stk,v.1,,The dramatic works,0.72,252,456,1.0,m,1872,1874,1872-1874
njp.32101075688877,7686706,2637780,PR2471.M3,"D'Avenant, William,","Edinburgh;W. Paterson; [etc., etc.;1872-74.",1872,stk,v.2,,The dramatic works,0.78,229,350,1.0,m,1872,1874,1872-1874
njp.32101075688885,7686706,2637780,PR2471.M3,"D'Avenant, William,","Edinburgh;W. Paterson; [etc., etc.;1872-74.",1872,stk,v.5,,The dramatic works,0.86,475,546,0.999,m,1872,1874,1872-1874
nnc1.1002312026,1367376,6577591,,,Glasgow;Printed for private circulation [by W.A. Eadie;1872.,1872,stk,,,The female rebellion;,0.84,82,104,0.999,s,1872,    ,1872
nnc1.1002391198,8405695,505192514,,"Taylor, Henry,","London;Smith, Elder;1872.",1872,enk,,"History;1340-1382;Artevelde, Philip van;Drama;Flanders",Philip van Artevelde,0.85,291,364,1.0,s,1872,    ,1872
nyp.33433074889373,8662721,15500650,,,"Edinburgh;W. Patterson;Lond.;H. Sotheran;1872-1875 (v. 1, 1874)",1872,stk,v. 2,English drama,Dramatists of the Restoration,0.89,326,412,1.0,m,1872,1875,1872-1875
nyp.33433074889381,8662721,15500650,,,"Edinburgh;W. Patterson;Lond.;H. Sotheran;1872-1875 (v. 1, 1874)",1872,stk,v. 3,English drama,Dramatists of the Restoration,0.9,397,478,1.0,m,1872,1875,1872-1875
nyp.33433074889399,8662721,15500650,,,"Edinburgh;W. Patterson;Lond.;H. Sotheran;1872-1875 (v. 1, 1874)",1872,stk,v. 4,English drama,Dramatists of the Restoration,0.89,355,446,1.0,m,1872,1875,1872-1875
nyp.33433074889407,8662721,15500650,,,"Edinburgh;W. Patterson;Lond.;H. Sotheran;1872-1875 (v. 1, 1874)",1872,stk,v. 1A,English drama,Dramatists of the Restoration,0.91,295,336,1.0,m,1872,1875,1872-1875
nyp.33433074898135,8692297,38433259,,"Shakespeare, William,",New York;D. Appleton & Co.;1872.,1872,nyu,v. 3,,The dramatic works of William Shakespeare,0.89,472,488,0.997,s,1872,    ,1872
nyp.33433074898143,8692297,38433259,,"Shakespeare, William,",New York;D. Appleton & Co.;1872.,1872,nyu,v. 4,,The dramatic works of William Shakespeare,0.9,474,492,1.0,s,1872,    ,1872
nyp.33433074898150,8692297,38433259,,"Shakespeare, William,",New York;D. Appleton & Co.;1872.,1872,nyu,v. 5,,The dramatic works of William Shakespeare,0.9,461,474,1.0,s,1872,    ,1872
nyp.33433074898168,8692297,38433259,,"Shakespeare, William,",New York;D. Appleton & Co.;1872.,1872,nyu,v. 6,,The dramatic works of William Shakespeare,0.9,404,416,1.0,s,1872,    ,1872
nyp.33433074899075,8662721,15500650,,,"Edinburgh;W. Patterson;Lond.;H. Sotheran;1872-1875 (v. 1, 1874)",1872,stk,v. 2,English drama,Dramatists of the Restoration,0.85,229,354,1.0,m,1872,1875,1872-1875
nyp.33433074899083,8662721,15500650,,,"Edinburgh;W. Patterson;Lond.;H. Sotheran;1872-1875 (v. 1, 1874)",1872,stk,v. 4,English drama,Dramatists of the Restoration,0.91,404,452,0.999,m,1872,1875,1872-1875
nyp.33433074899091,8662721,15500650,,,"Edinburgh;W. Patterson;Lond.;H. Sotheran;1872-1875 (v. 1, 1874)",1872,stk,v. 5,English drama,Dramatists of the Restoration,0.91,475,554,1.0,m,1872,1875,1872-1875
nyp.33433074899109,8662721,15500650,,,"Edinburgh;W. Patterson;Lond.;H. Sotheran;1872-1875 (v. 1, 1874)",1872,stk,v. 12,English drama,Dramatists of the Restoration,0.91,286,330,1.0,m,1872,1875,1872-1875
nyp.33433074899117,8662721,15500650,,,"Edinburgh;W. Patterson;Lond.;H. Sotheran;1872-1875 (v. 1, 1874)",1872,stk,v. 13,English drama,Dramatists of the Restoration,0.87,247,330,1.0,m,1872,1875,1872-1875
nyp.33433074903414,8662721,15500650,,,"Edinburgh;W. Patterson;Lond.;H. Sotheran;1872-1875 (v. 1, 1874)",1872,stk,v. 5,English drama,Dramatists of the Restoration,0.91,475,546,0.999,m,1872,1875,1872-1875
nyp.33433074903422,8662721,15500650,,,"Edinburgh;W. Patterson;Lond.;H. Sotheran;1872-1875 (v. 1, 1874)",1872,stk,v. 4,English drama,Dramatists of the Restoration,0.91,405,462,0.998,m,1872,1875,1872-1875
nyp.33433074903430,8662721,15500650,,,"Edinburgh;W. Patterson;Lond.;H. Sotheran;1872-1875 (v. 1, 1874)",1872,stk,V. 3,English drama,Dramatists of the Restoration,0.88,285,384,1.0,m,1872,1875,1872-1875
nyp.33433074903448,8662721,15500650,,,"Edinburgh;W. Patterson;Lond.;H. Sotheran;1872-1875 (v. 1, 1874)",1872,stk,v. 2,English drama,Dramatists of the Restoration,0.86,229,354,1.0,m,1872,1875,1872-1875
nyp.33433074903455,8662721,15500650,,,"Edinburgh;W. Patterson;Lond.;H. Sotheran;1872-1875 (v. 1, 1874)",1872,stk,v. 1,English drama,Dramatists of the Restoration,0.8,250,460,0.999,m,1872,1875,1872-1875
nyp.33433074907969,8663203,9147147,,,Glasgow;Alison;1872.,1872,stk,,"1771-1832;Adaptations;Sir;Scott, Walter;English drama;19th century",Waverley dramas;,0.71,219,452,1.0,s,1872,    ,1872
nyp.33433081851176,2704045,865626,PK3794.H3N3 1872,"Harṣavardhana,",London;Trübner;1872.,1872,xx ,,,Nágánada;,0.76,95,130,0.999,s,1872,    ,1872
nyp.33433082294285,8657162,10552573,,"Baker, George Melville,","Boston;Lee and Shepard;1873, c1872.",1872,mau,,Amateur plays,The drawing-room stage,0.9,251,296,0.999,t,1873,1872,1873
uc1.32106002222955,7124844,213791832,,"Schiller, Friedrich,",London;Bell & Daldy;1872.,1872,enk,,"Prince of Asturias;1545-1568;Queen of Scots;Drama;Mary;of Arc, Saint;1542-1587;1412-1431;Joan;Carlos","Historical dramas, etc.' Don Carlos.--Mary Stuart.--The Maid of Orleans.--The bride of Messina",0.87,487,536,1.0,s,1872,    ,1872
uc1.b249898,6502312,13773848,,"Baker, George Melville,",Boston;G. M. Baker;c1872.,1872,mau,,,Among the breakers;,0.75,64,76,1.0,s,1872,    ,1872
uc1.b291664,6528368,29837620,,Terence.,New York;Harper & brothers;1872.,1872,nyu,,,The comedies of Terence,0.88,584,626,1.0,s,1872,    ,1872
uc1.b3124576,6105130,24194122,,"Shakespeare, William,","Boston;Noyes, Holmes;1872.",1872,mau,v.1,"English drama;Early modern and Elizabethan, 1500-1600;History and criticism",The works of William Shakespeare,0.7,389,568,1.0,s,1872,    ,1872
uc1.b3124577,6105130,24194122,,"Shakespeare, William,","Boston;Noyes, Holmes;1872.",1872,mau,v. 2,"English drama;Early modern and Elizabethan, 1500-1600;History and criticism",The works of William Shakespeare,0.71,361,518,1.0,s,1872,    ,1872
uc1.b3124579,6105130,24194122,,"Shakespeare, William,","Boston;Noyes, Holmes;1872.",1872,mau,v. 4,"English drama;Early modern and Elizabethan, 1500-1600;History and criticism",The works of William Shakespeare,0.73,360,516,1.0,s,1872,    ,1872
uc1.b3124584,6105130,24194122,,"Shakespeare, William,","Boston;Noyes, Holmes;1872.",1872,mau,v. 9,"English drama;Early modern and Elizabethan, 1500-1600;History and criticism",The works of William Shakespeare,0.74,457,624,1.0,s,1872,    ,1872
uc1.b3314988,6130633,27653628,,"Longfellow, Henry Wadsworth,",Boston;J.R. Osgood;1872.,1872,mau,v. 3,"History;Endecott, John;Witchcraft;1588?-1665;Corey, Giles;Drama;Colonial period, ca. 1600-1775;Massachusetts;Jesus Christ;1611?-1692",Christus,0.78,150,210,1.0,s,1872,    ,1872
uc1.b4108084,6157107,3703709,,"Centlivre, Susanna,",London;J. Pearson;1872.,1872,xx ,v.1,,The dramatic works of the celebrated Mrs. Centlivre,0.89,369,400,1.0,r,1872,1761,1872
uc1.b4108085,6157107,3703709,,"Centlivre, Susanna,",London;J. Pearson;1872.,1872,xx ,v.2,,The dramatic works of the celebrated Mrs. Centlivre,0.89,377,394,1.0,r,1872,1761,1872
uc2.ark+=13960=t0bv7d30g,1018133,5200933,,"Konewka, Paul,",Boston;Roberts brothers;1872.,1872,mau,,"Characters;1564-1616;Shakespeare, William;Illustrations;Falstaff",Falstaff and his companions,0.85,94,112,0.989,s,1872,    ,1872
uc2.ark+=13960=t1gh9j96j,7371141,21829750,,"Chambers, Robert,",London;Reeves and Turner;1872.,1872,enk,,Unclaimed estates;Great Britain,"Index to heirs at law, next of kin, legates and creditors or their representatives in Chancert suits",0.81,381,430,0.987,s,1872,    ,1872
uc2.ark+=13960=t2794183k,7673056,3357569,,"Snider, Denton Jaques,",St. Louis;E.F. Hobart & Co.;1872.,1872,xx ,,,Clarence,0.85,46,56,0.999,s,1872,    ,1872
uc2.ark+=13960=t4th8k20g,7686706,2637780,PR2471.M3,"D'Avenant, William,","Edinburgh;W. Paterson; [etc., etc.;1872-74.",1872,stk,v.2,,The dramatic works,0.79,237,352,1.0,m,1872,1874,1872-1874
uc2.ark+=13960=t54f1v30z,7686706,2637780,PR2471.M3,"D'Avenant, William,","Edinburgh;W. Paterson; [etc., etc.;1872-74.",1872,stk,v.1,,The dramatic works,0.74,251,456,1.0,m,1872,1874,1872-1874
uc2.ark+=13960=t6sx68p6b,2704045,865626,PK3794.H3N3 1872,"Harṣavardhana,",London;Trübner;1872.,1872,xx ,,,Nágánada;,0.78,198,240,0.999,s,1872,    ,1872
uc2.ark+=13960=t7cr5rx2s,6528368,29837620,,Terence.,New York;Harper & brothers;1872.,1872,nyu,,,The comedies of Terence,0.88,585,628,1.0,s,1872,    ,1872
uc2.ark+=13960=t7tm78n58,7686706,2637780,PR2471.M3,"D'Avenant, William,","Edinburgh;W. Paterson; [etc., etc.;1872-74.",1872,stk,v.3,,The dramatic works,0.83,280,384,0.999,m,1872,1874,1872-1874
uc2.ark+=13960=t9280ct0z,7686706,2637780,PR2471.M3,"D'Avenant, William,","Edinburgh;W. Paterson; [etc., etc.;1872-74.",1872,stk,v.4,,The dramatic works,0.87,407,454,0.996,m,1872,1874,1872-1874
uc2.ark+=13960=t9t152f6h,7686706,2637780,PR2471.M3,"D'Avenant, William,","Edinburgh;W. Paterson; [etc., etc.;1872-74.",1872,stk,v.5,,The dramatic works,0.86,474,544,1.0,m,1872,1874,1872-1874
uva.x000193818,9776392,613745409,PT2473.A4B7 1872,"Schiller, Friedrich,",London;H.G.Bohn;1849,1872,enk,v.4,"(Henry George);tr;1796-1884;Bohn, Henry G",Early dramas and romances,0.77,357,566,1.0,s,1872,    ,1849
uva.x030154015,1908969,6322087,,"Shakespeare, William,","New York;Harper & brothers, publishers, ...;1872.",1872,nyu,,,Shakespeare's history of King Henry the Eighth,0.72,119,224,1.0,s,1872,    ,1872
wu.89101411908,9392129,39200265,,"Sheridan, Richard Brinsley,",London;Bell & Daldy;1872.,1872,enk,,,The dramatic works of the Right Honourable Richard Brinsley Sheridan,0.79,351,574,1.0,s,1872,    ,1872
inu.32000011093061,7585213,20613059,,"Dekker, Thomas,",London;J. Pearson;1873.,1873,enk,v.1,,The dramatic works of Thomas Dekker,0.8,262,400,0.993,s,1873,    ,1873
loc.ark+=13960=t0000mk96,9608509,,PS635.Z9P573,"Phister, M. [old catalog heading]",Cincinnati;1873.,1873,ohu,,,Almamen;,0.74,27,32,0.999,s,1873,    ,1873
loc.ark+=13960=t0cv58v45,9558511,,PS1534.D162,"De Long, William A. [from old catalog]",Brooklyn;1873.,1873,nyu,,,Onie! a tale of London,0.86,40,44,1.0,s,1873,    ,1873
loc.ark+=13960=t0jt07q67,9584338,,PS2494.O4M35,"Osborn, Laughton,",New York;H. L. Hinton;1873.,1873,nyu,,"consort of Herod I, King of Judea;Mariamne;ca. 57-ca. 29 B.C;Drama","Mariamne, being the third of the tragedies of Jewish and Biblical history and the second in continuation of volume VI of the dramatic series",0.8,88,124,1.0,s,1873,    ,1873
loc.ark+=13960=t0wq0gt33,9594228,,PS1059.B22L5 1873,"[Baker, George Melville],",Boston;G. M. Baker & co.;1873,1873,mau,,,Little brown jug,0.87,62,71,0.999,s,1873,    ,1873
loc.ark+=13960=t1vd7h958,9591034,,PS635.Z9R993,"Ryan, R. F. [from old catalog]","San Francisco, Cal.;c1873.",1873,cau,,,Enos,0.77,31,40,1.0,s,1873,    ,1873
loc.ark+=13960=t22b9h89z,9557644,,PS635.Z9B412,"Bedell, William. [from old catalog]","Brooklyn, N.Y.;H. G. Lambert & Co.;1873.",1873,nyu,,,Life and death,0.77,18,22,1.0,s,1873,    ,1873
loc.ark+=13960=t2794pb6s,9590700,,PS635.Z9C285,"Caughy, Charles M. [from old catalog]",Baltimore;John Murphy & Co.;1873.,1873,mdu,,,Love and jealousy,0.77,57,72,1.0,s,1873,    ,1873
loc.ark+=13960=t2d79s641,9586823,,PS1074.B82H3 1873,"Barton, Joseph. [from old catalog]","Lansing, Mich.;W. S. George & co., printers;1873.",1873,miu,,,Harry Allen,0.79,55,76,1.0,s,1873,    ,1873
loc.ark+=13960=t2d79sd94,9568825,,PS1729.F42H6,"Fullerton, George H. [from old catalog]",North Bridgewater [Mass.;Gazette steam job printing establishment;1873.,1873,mau,,"Civil war, 1861-1865;History;United States;Drama. [from old catalog]",The hostile friends,0.8,35,44,1.0,s,1873,    ,1873
loc.ark+=13960=t2j689j5q,11209620,,PS3109.T37O8,"Tukey, Greenleaf S. [from old catalog]","Boston;Rockwell & Churchill, printers;1873.",1873,mau,,"Civil War, 1861-1865;History;United States;Drama",Our country's defenders!,0.87,49,56,1.0,s,1873,    ,1873
loc.ark+=13960=t2p56c42v,9577844,,PS2859.S186C6,"[Sliver, W. A.].",New York;R.M. De Witt;1873?,1873,nyu,,,Clouds,0.83,64,76,0.998,s,1873,    ,1873
loc.ark+=13960=t3126bn0j,9577905,,PS635.Z9L8655,"Lucas, Andrew H. [from old catalog]","St. Louis, MO;s.n.;1873.",1873,mou,,,Social evil,0.7,12,16,1.0,s,1873,    ,1873
loc.ark+=13960=t3223f29p,9580174,6481889,PS1059.B22B7 1873,"Baker, George Melville,",Boston;G.M. Baker & co.;1873,1873,mau,,,The Boston dip,0.84,27,33,1.0,s,1873,    ,1873
loc.ark+=13960=t3ws94j6r,9594589,20640426,PS1059.B22S4 1873,"Baker, George Melville,",Boston;G.M. Baker & Co.;1873,1873,mau,,,Seeing the elephant,0.74,23,34,1.0,s,1873,    ,1873
loc.ark+=13960=t46q2fg0d,9589349,,PS635.Z9B8485,"Brewster, Albert. [from old catalog]",San Francisco;Albert Brewster;1873.,1873,cau,,,Rosalie Sutherland,0.75,36,52,1.0,s,1873,    ,1873
loc.ark+=13960=t49p3k28h,9568623,,PS2182.B5,"Kinney, Elizabeth C.",New York;Hurd and Houghton;1873.,1873,nyu,,"Grand-Duchess, consort of Francesco I, Grand-Duke of Tuscany;Bianca;1548-1587;Drama",Bianca Cappello,0.87,138,158,0.998,s,1873,    ,1873
loc.ark+=13960=t49p3p21c,9565334,,PS1059.B22R5 1873,"[Baker, George Melville],",Boston;G. M. Baker & co.;1873,1873,mau,,,The revolt of the bees,0.7,19,28,1.0,s,1873,    ,1873
loc.ark+=13960=t4zg7435g,9586427,,PS635.Z9B7925,Aristophanes.,San Francisco;A. L. Bancroft & Co.;1873.,1873,cau,,,Potter's field,0.84,83,92,1.0,s,1873,    ,1873
loc.ark+=13960=t56d6ds0q,9602903,,PS1729.G65R3,"Ganter, Franz S. [from old catalog]","New Orleans;J. W. Madden, print;1873.",1873,lau,,,"A romantic tragedy, in five acts",0.86,55,68,0.998,s,1873,    ,1873
loc.ark+=13960=t5cc1ht16,9570207,,PS1059.B22D8 1873,"[Baker, George Melville]",Boston;G. M. Baker & co.;1873,1873,mau,,,The duchess of Dublin,0.85,35,41,0.999,s,1873,    ,1873
loc.ark+=13960=t5db8jg9m,9606176,,PS635.Z9C901,,New York;s. n.;1873.,1873,nyu,,,Crispus,0.84,116,128,1.0,s,1873,    ,1873
loc.ark+=13960=t5m90q289,9584114,,PS635.Z9B9885,"Button, Frank H. [from old catalog]","Corry, Penn'a;Republican Steam Printing House;1873.",1873,pau,,,True blue,0.8,47,56,1.0,s,1873,    ,1873
loc.ark+=13960=t72v30m3m,9582523,,PS1059.B22M8 1873,"[Baker, George Melville],",Boston;G. M. Baker & co.;1873,1873,mau,,,My brother's keeper,0.87,61,72,1.0,s,1873,    ,1873
loc.ark+=13960=t82j6z20w,9600231,,PS635.Z9D621,"Dittmann, Frederick. [from old catalog]",Philadelphia;Reen & Trump;1873.,1873,pau,,,Let us have peace,0.79,50,56,1.0,s,1873,    ,1873
loc.ark+=13960=t8df7dv3g,9587543,,PS635Z9P367,"Pedder, Henry C. [from old catalog]",Brooklyn;1873,1873,nyu,,,Chances and changes,0.86,48,56,1.0,s,1873,    ,1873
loc.ark+=13960=t8z89q12z,9571335,,PS635.Z9L2567,"Landis, Simon. [old catalog heading]","Philadelphia, Pa.;Simon M. Landis;c1873.",1873,pau,,,The social war of 1900,0.68,41,54,1.0,s,1873,    ,1873
loc.ark+=13960=t9j39cb54,9594559,,PS635.Z9B645,"Bleckley, Paul. [from old catalog]","Atlanta, Ga.;1873.",1873,gau,,,Thomas A. Becket,0.8,14,20,1.0,s,1873,    ,1873
loc.ark+=13960=t9k369c2g,9600136,,PS635.Z9C284,"Caughy, Charles M. [from old catalog]",Baltimore;John Murphy & Co.;1873.,1873,mdu,,,Duty or love and jealousy,0.74,54,72,1.0,s,1873,    ,1873
loc.ark+=13960=t9n30fb40,9608923,,PS2692.R53C8,"Reed, Charles. [from old catalog]","Washington, D.C.;T. J. Brashears, printer;1873.",1873,dcu,,,Cupid vs. cupidity,0.86,59,68,1.0,s,1873,    ,1873
mdp.39015030074812,1788879,11331480,,"Oehlenschläger, Adam Gottlob,","London;Sold by Reeves and Turner; [etc., etc.;1873",1873,enk,,,Axel and Valborg,0.83,95,120,1.0,s,1873,    ,1873
mdp.39015030852100,947247,15982702,PR1271.E5 no. W326,"Wills, W. G.",Edinburgh;Blackwood;1873.,1873,stk,,,Drawing room dramas,0.87,168,184,1.0,s,1873,    ,1873
mdp.39015031110193,124439,65842132,PR3388.C2 1873,"Crown,","Edinburgh;W. Paterson; [etc., etc.;1873-74.",1873,stk,,,The dramatic works of John Crowne,0.8,263,376,1.0,m,1873,1874,1873-1874
mdp.39015031215786,1908721,2594360,,"Nichol, John,","Glasgow;J. Maclehose, [etc., etc.;1873.",1873,stk,,,Hannibal;,0.83,259,302,1.0,s,1873,    ,1873
mdp.39015059404056,124439,65842132,PR3388.C2 1873,"Crown,","Edinburgh;W. Paterson; [etc., etc.;1873-74.",1873,stk,v.4,,The dramatic works of John Crowne,0.83,357,448,1.0,m,1873,1874,1873-1874
mdp.39015059408594,124439,65842132,PR3388.C2 1873,"Crown,","Edinburgh;W. Paterson; [etc., etc.;1873-74.",1873,stk,v.3,,The dramatic works of John Crowne,0.85,399,476,1.0,m,1873,1874,1873-1874
mdp.39015059408602,124439,65842132,PR3388.C2 1873,"Crown,","Edinburgh;W. Paterson; [etc., etc.;1873-74.",1873,stk,v.2,,The dramatic works of John Crowne,0.83,324,422,1.0,m,1873,1874,1873-1874
mdp.39015063511599,124000,13993611,,"Coleridge, Samuel Taylor,",London;New York;G. Routledge and sons;1873?,1873,enk,,,The poetical works of Samuel Taylor Coleridge;,0.73,233,468,1.0,s,1873,    ,1873
mdp.39015081212105,124439,65842132,PR3388.C2 1873,"Crown,","Edinburgh;W. Paterson; [etc., etc.;1873-74.",1873,stk,v.4,,The dramatic works of John Crowne,0.84,355,444,1.0,m,1873,1874,1873-1874
mdp.39015081212113,124439,65842132,PR3388.C2 1873,"Crown,","Edinburgh;W. Paterson; [etc., etc.;1873-74.",1873,stk,v.3,,The dramatic works of John Crowne,0.85,397,474,1.0,m,1873,1874,1873-1874
mdp.39015081212121,124439,65842132,PR3388.C2 1873,"Crown,","Edinburgh;W. Paterson; [etc., etc.;1873-74.",1873,stk,v.2,,The dramatic works of John Crowne,0.84,326,408,1.0,m,1873,1874,1873-1874
mdp.39015081212139,124439,65842132,PR3388.C2 1873,"Crown,","Edinburgh;W. Paterson; [etc., etc.;1873-74.",1873,stk,v.1,,The dramatic works of John Crowne,0.81,269,370,1.0,m,1873,1874,1873-1874
njp.32101019612785,8885811,16222604,,,"Cincinnati, Ohio;New York;Van Antwerp, Bragg & Co.;c1873.",1873,ohu,,One-act plays;Children's plays;Amateur plays,The School stage,0.84,206,252,1.0,s,1873,    ,1873
njp.32101064790338,1692503,1212779,PR3680.A5B7 1873,"Sheridan, Richard Brinsley,",London;Bickers and son;1873.,1873,enk,vol. 1,,The works of the Right Honourable Richard Brinsley Sheridan,0.82,284,358,1.0,s,1873,    ,1873
njp.32101064790718,1692503,1212779,PR3680.A5B7 1873,"Sheridan, Richard Brinsley,",London;Bickers and son;1873.,1873,enk,vol. 2,,The works of the Right Honourable Richard Brinsley Sheridan,0.87,294,328,0.997,s,1873,    ,1873
njp.32101066123322,8925300,16517840,,"Shakespeare, William,",London;G. Routledge;1873-74.,1873,enk,v.4,,Works,0.86,472,542,1.0,m,1873,1874,1873-1874
njp.32101066123579,8925300,16517840,,"Shakespeare, William,",London;G. Routledge;1873-74.,1873,enk,v.3,,Works,0.85,497,576,0.998,m,1873,1874,1873-1874
njp.32101066123587,8925300,16517840,,"Shakespeare, William,",London;G. Routledge;1873-74.,1873,enk,v.6,,Works,0.72,330,578,0.999,m,1873,1874,1873-1874
njp.32101066123595,8925300,16517840,,"Shakespeare, William,",London;G. Routledge;1873-74.,1873,enk,v.5,,Works,0.88,559,622,1.0,m,1873,1874,1873-1874
njp.32101066124775,8925333,42016497,,"Shakespeare, William,",London;Longmans;1873.,1873,enk,,,"Shakspeare's King Henry VI., part III",0.86,117,138,1.0,s,1873,    ,1873
njp.32101066125178,8925352,42016486,,"Shakespeare, William,",London;Longmans;1873.,1873,enk,,,Shakespeare's comedy of The two gentlemen of Verona,0.86,93,110,1.0,s,1873,    ,1873
